Model,Threshold,Accuracy,Precision,Recall,F1,ROC-AUC,PR-AUC,Brier
Final calibrated HistGradientBoosting,0.62,0.8535162247927116,0.8041582830315225,0.5128314798973481,0.626273178375555,0.9081891871139778,0.7777869594838033,0.1007456414831637
